uri,primary_name_display,replaced
http://dx.doi.org/10.13039/501100019281,"Capital University of Economics and Business",
http://dx.doi.org/10.13039/501100002800,"CapitalCare Foundation",
http://dx.doi.org/10.13039/100014145,"Caplan Foundation for Early Childhood",
http://dx.doi.org/10.13039/501100020479,"Capstone Editing",
http://dx.doi.org/10.13039/100010597,"Capsugel",
http://dx.doi.org/10.13039/501100006384,"Captain Fanourakis Foundation",
http://dx.doi.org/10.13039/100009516,"Captain Planet Foundation",
http://dx.doi.org/10.13039/501100018957,"Cara",
http://dx.doi.org/10.13039/501100006572,"Carabel",
http://dx.doi.org/10.13039/501100003346,"Carbon Management Canada",
http://dx.doi.org/10.13039/501100000397,"Carbon Trust",
http://dx.doi.org/10.13039/100002713,"Carcinoid Cancer Foundation",
http://dx.doi.org/10.13039/501100001251,"Carclew Youth Arts",
http://dx.doi.org/10.13039/501100002801,"Cardiac Children's Foundation Taiwan",
http://dx.doi.org/10.13039/501100001173,"Cardiac Society of Australia and New Zealand",
http://dx.doi.org/10.13039/501100002802,"Cardiff Metropolitan University",
http://dx.doi.org/10.13039/501100000866,"Cardiff University",
http://dx.doi.org/10.13039/100018599,"Cardinal Health",
http://dx.doi.org/10.13039/501100009974,"Cardinal Tien Hospital",
http://dx.doi.org/10.13039/501100019722,"Cardiolinc",
http://dx.doi.org/10.13039/501100014741,"Cardiological Society of India",
http://dx.doi.org/10.13039/100011805,"Cardiome Pharma Corp.",
http://dx.doi.org/10.13039/100017749,"Cardiovascular Center, Medical College of Wisconsin",
http://dx.doi.org/10.13039/100002714,"Cardiovascular Institute of Philadelphia",
http://dx.doi.org/10.13039/100016421,"Cardiovascular Medical Research and Education Fund",
http://dx.doi.org/10.13039/100015189,"Cardiovascular Research Center, Icahn School of Medicine at Mount Sinai",
http://dx.doi.org/10.13039/100007478,"Cardiovascular Research Foundation",
http://dx.doi.org/10.13039/100016476,"Cardiovascular Systems",
http://dx.doi.org/10.13039/501100011095,"Care and Public Health Research Institute, Universiteit Maastricht",
http://dx.doi.org/10.13039/100009417,"Care-for-Rare Foundation",
http://dx.doi.org/10.13039/100016477,"CareDx",
http://dx.doi.org/10.13039/100017817,"CareFusion Foundation",
http://dx.doi.org/10.13039/100006431,"Carestream Health",
http://dx.doi.org/10.13039/100018084,"Carey Business School, Johns Hopkins University",
http://dx.doi.org/10.13039/100004387,"Cargill",
http://dx.doi.org/10.13039/100013201,"Cargill Foundation",
http://dx.doi.org/10.13039/100008401,"Carilion Clinic",
http://dx.doi.org/10.13039/100002716,"Caring for Carcinoid Foundation",
http://dx.doi.org/10.13039/501100001217,"Caring for our Country",
http://dx.doi.org/10.13039/501100002804,"Caritas Roma",
http://dx.doi.org/10.13039/100018442,"Carl Bennet AB",
http://dx.doi.org/10.13039/501100011552,"Carl Burger-Stiftung",
http://dx.doi.org/10.13039/100010469,"Carl C. Anderson, Sr. and Marie Jo Anderson Charitable Foundation",
http://dx.doi.org/10.13039/501100007666,"Carl Friedrich von Siemens Stiftung",
http://dx.doi.org/10.13039/100001636,"Carl Gellert and Celia Berta Gellert Foundation",
http://dx.doi.org/10.13039/100000906,"Carl M. Freeman Foundation",
http://dx.doi.org/10.13039/100010884,"Carl M. Hansen Foundation",
http://dx.doi.org/10.13039/100010657,"Carl Marshall and Mildred Almen Reeves Foundation",
http://dx.doi.org/10.13039/100010187,"Carl R. Darnall Army Medical Center",
http://dx.doi.org/10.13039/100017185,"Carl R. Woese Institute for Genomic Biology",
http://dx.doi.org/10.13039/501100002805,"Carl Tryggers Stiftelse för Vetenskaplig Forskning",
http://dx.doi.org/10.13039/100004213,"Carl Wilson Foundation",
http://dx.doi.org/10.13039/501100002806,"Carl Zeiss Meditec AG",
http://dx.doi.org/10.13039/100010729,"Carl and Emily Fuchs Foundation",
http://dx.doi.org/10.13039/100001333,"Carl and Ruth Shapiro Family Foundation",
http://dx.doi.org/10.13039/501100008226,"Carl-Bertil Laurells Fond",
http://dx.doi.org/10.13039/100007569,"Carl-Zeiss-Stiftung",
http://dx.doi.org/10.13039/501100002807,"Carla Boetes Fund",
http://dx.doi.org/10.13039/100012211,"Carle Foundation Hospital",
http://dx.doi.org/10.13039/100006433,"Carleton College",
http://dx.doi.org/10.13039/100014949,"Carleton North Community Foundation",
http://dx.doi.org/10.13039/100008095,"Carleton University",
http://dx.doi.org/10.13039/100016478,"Carlos and Marguerite Mason Trust",
http://dx.doi.org/10.13039/501100002808,"Carlsbergfondet",
http://dx.doi.org/10.13039/100018634,"Carlson College of Veterinary Medicine, Oregon State University",
http://dx.doi.org/10.13039/100014950,"Carman Area Foundation",
http://dx.doi.org/10.13039/100018666,"Carmen and Bertil Regnér's Foundation",
http://dx.doi.org/10.13039/100000308,"Carnegie Corporation of New York",
http://dx.doi.org/10.13039/501100000581,"Carnegie Dunfermline Trust",
http://dx.doi.org/10.13039/100001532,"Carnegie Foundation for the Advancement of Teaching",
http://dx.doi.org/10.13039/100016662,"Carnegie Institution for Science",
http://dx.doi.org/10.13039/100005843,"Carnegie Institution of Washington",
http://dx.doi.org/10.13039/100008047,"Carnegie Mellon University",
http://dx.doi.org/10.13039/100016754,"Carnegie Museum of Natural History",
http://dx.doi.org/10.13039/501100000582,"Carnegie Trust for the Universities of Scotland",
http://dx.doi.org/10.13039/100002645,"Carol M. Baldwin Breast Cancer Research Fund",
http://dx.doi.org/10.13039/100012210,"Carol Moss Foundation",
http://dx.doi.org/10.13039/100006489,"Carolina Center of Cancer Nanotechnology Excellence, University of North Carolina - Chapel Hill",
http://dx.doi.org/10.13039/100013192,"Carolina Population Center, University of North Carolina at Chapel Hill",
http://dx.doi.org/10.13039/100008156,"Carolinas HealthCare Foundation",
http://dx.doi.org/10.13039/100008155,"Carolinas HealthCare System",
http://dx.doi.org/10.13039/501100016068,"Carolito Stiftung",
http://dx.doi.org/10.13039/100017979,"Carolyne E Czap and Eugene A Czap Charitable Foundation",
http://dx.doi.org/10.13039/501100019265,"Carraresi Foundation",
http://dx.doi.org/10.13039/100018168,"Carrick Therapeutics",
http://dx.doi.org/10.13039/100009229,"Carrie Chapman Catt Center for Women and Politics",
http://dx.doi.org/10.13039/100005113,"Carrier Corporation",
http://dx.doi.org/10.13039/100007897,"Carroll School of Management",
http://dx.doi.org/10.13039/100004120,"Carroll Shelby Children's Foundation",
http://dx.doi.org/10.13039/100010589,"Carroll and Meynell Transformers",
http://dx.doi.org/10.13039/100005527,"Carter Center",
http://dx.doi.org/10.13039/100005973,"Carter G. Woodson Institute for African-American and African Studies, University of Virginia",
http://dx.doi.org/10.13039/100014917,"Cartography and Geographic Information Society",
http://dx.doi.org/10.13039/501100006330,"Casappa",
http://dx.doi.org/10.13039/100008533,"Case Comprehensive Cancer Center, Case Western Reserve University",
http://dx.doi.org/10.13039/100008565,"Case School of Engineering, Case Western Reserve University",
http://dx.doi.org/10.13039/100008136,"Case Western Reserve University",
http://dx.doi.org/10.13039/501100012408,"Casen Recordati",
http://dx.doi.org/10.13039/100013852,"Casey Cardinia Foundation",
http://dx.doi.org/10.13039/501100005935,"Casio Education Scholarship Foundation",
http://dx.doi.org/10.13039/501100005936,"Casio Science Promotion Foundation",
http://dx.doi.org/10.13039/100018778,"Caspian Sea Basin Research Center, University of Guilan",
http://dx.doi.org/10.13039/501100000583,"Cass Business School, City University London",
http://dx.doi.org/10.13039/501100001043,"Cass Foundation",
http://dx.doi.org/10.13039/100014708,"Castle Studies Group",
http://dx.doi.org/10.13039/100006434,"Castleman Family Foundation",
http://dx.doi.org/10.13039/100017878,"Cat Health Network",
http://dx.doi.org/10.13039/501100019571,"Cat Protection Society of NSW",
http://dx.doi.org/10.13039/501100001547,"CatWalk Spinal Cord Injury Research Trust",
http://dx.doi.org/10.13039/100017555,"Catalyst Biosciences",
http://dx.doi.org/10.13039/100008873,"Catalyst Foundation",
http://dx.doi.org/10.13039/100005529,"Catching the Dream",
http://dx.doi.org/10.13039/100004749,"Caterpillar",
http://dx.doi.org/10.13039/100007402,"Caterpillar Foundation",
http://dx.doi.org/10.13039/501100003997,"Catharijne Foundation",
http://dx.doi.org/10.13039/501100014096,"Catharina Halkes Fonds",
http://dx.doi.org/10.13039/100008465,"Catharine D. Sharpe Foundation",
http://dx.doi.org/10.13039/501100002811,"Cathay General Hospital",
http://dx.doi.org/10.13039/100012289,"Catherine and Joseph Aresty Foundation",
http://dx.doi.org/10.13039/501100020720,"Catherine and Maxwell Meighen Foundation",
http://dx.doi.org/10.13039/501100000584,"Cathie Marsh Centre for Census and Survey Research, University of Manchester",R
http://dx.doi.org/10.13039/501100006628,"Cathie Marsh Institute for Social Research",
http://dx.doi.org/10.13039/100005530,"Catholic Biblical Association of America, Catholic University of America",
http://dx.doi.org/10.13039/501100020386,"Catholic Education South Australia",
http://dx.doi.org/10.13039/501100012413,"Catholic Institute of Cell Therapy",
http://dx.doi.org/10.13039/501100009695,"Catholic Kwandong University",
http://dx.doi.org/10.13039/100015248,"Catholic Library Association",
http://dx.doi.org/10.13039/100017317,"Catholic Medical Center",
http://dx.doi.org/10.13039/100015284,"Catholic Relief Services",
http://dx.doi.org/10.13039/100008496,"Catholic University of America",
http://dx.doi.org/10.13039/100012982,"Catholic University of Cameroon, Bamenda",
http://dx.doi.org/10.13039/501100002447,"Catholic University of Daegu",
http://dx.doi.org/10.13039/501100002648,"Catholic University of Korea",
http://dx.doi.org/10.13039/501100002446,"Catholic University of Pusan",
http://dx.doi.org/10.13039/501100009499,"Catlin Group",
http://dx.doi.org/10.13039/501100010961,"Católica Lisbon School of Business and Economics, Universidade Católica Portuguesa",
http://dx.doi.org/10.13039/100005532,"Cave Research Foundation",
http://dx.doi.org/10.13039/100014862,"Cave Science and Technology Research Fund",
http://dx.doi.org/10.13039/100006437,"CeNeRx",
http://dx.doi.org/10.13039/100005539,"Cecil G. Sheps Center for Health Services Research, University of North Carolina, Chapel Hill",
http://dx.doi.org/10.13039/100016391,"Cecil H. and Ida Green Center for Reproductive Biology Sciences",
http://dx.doi.org/10.13039/100017189,"Cecil and Ida Green Foundation",
http://dx.doi.org/10.13039/100016177,"Cecil and Irene Hylton Foundation",
http://dx.doi.org/10.13039/100010169,"Cecilia Kilkeary Foundation",
http://dx.doi.org/10.13039/100008181,"Cedar Tree Foundation",
http://dx.doi.org/10.13039/100013015,"Cedars-Sinai Medical Center",
http://dx.doi.org/10.13039/501100002814,"Cederroth",
http://dx.doi.org/10.13039/501100006009,"Celal Bayar Üniversitesi",
http://dx.doi.org/10.13039/100016479,"Celator Pharmaceuticals",
http://dx.doi.org/10.13039/100008790,"Celgard",
http://dx.doi.org/10.13039/100006436,"Celgene",
http://dx.doi.org/10.13039/100007451,"Cell Science Research Foundation",
http://dx.doi.org/10.13039/501100002815,"CellGenix",
http://dx.doi.org/10.13039/100016212,"CellSeed",
http://dx.doi.org/10.13039/100008599,"Celladon Corporation",
http://dx.doi.org/10.13039/100012431,"Celldex Therapeutics",
http://dx.doi.org/10.13039/100010591,"Cellmark Forensic Services",
http://dx.doi.org/10.13039/100018592,"Celltrion",
http://dx.doi.org/10.13039/100010780,"Celltrion Healthcare",
http://dx.doi.org/10.13039/100014765,"Cellulose and Renewable Materials Division of the American Chemical Society",
http://dx.doi.org/10.13039/100003102,"Celma Mastry Ovarian Cancer Foundation",
http://dx.doi.org/10.13039/501100002816,"CemSuisse",
http://dx.doi.org/10.13039/100008573,"Cement Association of Canada",
http://dx.doi.org/10.13039/100011819,"CenDel Foundation",
http://dx.doi.org/10.13039/501100014541,"Cenaero",
http://dx.doi.org/10.13039/100008772,"Cenovus Energy",
http://dx.doi.org/10.13039/501100009422,"Centaur Memorial Fund for Nurses",
http://dx.doi.org/10.13039/100006439,"Centenary College of Louisiana",
http://dx.doi.org/10.13039/100011317,"Centennial Coal",
http://dx.doi.org/10.13039/100016365,"Center For Cancer And Aging",
http://dx.doi.org/10.13039/100016890,"Center for 4D Materials Science",
http://dx.doi.org/10.13039/100005544,"Center for AIDS Prevention Studies, University of California, San Francisco",
http://dx.doi.org/10.13039/100006967,"Center for AIDS Research, Duke University",
http://dx.doi.org/10.13039/100008374,"Center for AIDS Research, Emory University",
http://dx.doi.org/10.13039/100017035,"Center for AIDS Research, Johns Hopkins University",
http://dx.doi.org/10.13039/100017823,"Center for AIDS Research, University of California Los Angeles",
http://dx.doi.org/10.13039/100008673,"Center for AIDS Research, University of California, San Diego",
http://dx.doi.org/10.13039/100011072,"Center for AIDS Research, University of North Carolina at Chapel Hill",
http://dx.doi.org/10.13039/100011124,"Center for AIDS Research, University of Rochester Medical Center",
http://dx.doi.org/10.13039/100007813,"Center for AIDS Research, University of Washington",
http://dx.doi.org/10.13039/100014515,"Center for Academic Research and Training in Anthropogeny",
http://dx.doi.org/10.13039/100015198,"Center for Advanced Brain Imaging",
http://dx.doi.org/10.13039/100005540,"Center for Advanced Holocaust Studies, United States Holocaust Memorial Museum",
http://dx.doi.org/10.13039/100006923,"Center for Advanced Human Resource Studies, Cornell University",
http://dx.doi.org/10.13039/100015517,"Center for Advanced Imaging Innovation and Research",
http://dx.doi.org/10.13039/100009144,"Center for Advanced Life Cycle Engineering",
http://dx.doi.org/10.13039/100006465,"Center for Advanced Materials Processing, Clarkson University",
http://dx.doi.org/10.13039/100017034,"Center for Advanced Materials for Energy and Environment, Columbia University",
http://dx.doi.org/10.13039/100016771,"Center for Advanced Meta-Materials",
http://dx.doi.org/10.13039/100013380,"Center for Advanced Non-Ferrous Structural Alloys",
http://dx.doi.org/10.13039/100017755,"Center for Advanced Power Engineering Research",
http://dx.doi.org/10.13039/501100015771,"Center for Advanced Soft Electronics",
http://dx.doi.org/10.13039/501100017482,"Center for Advanced Studies for Agriculture and Food, KU Institute for Advanced Studies, Kasetsart University",
http://dx.doi.org/10.13039/100017599,"Center for Advanced Studies in Agriculture and Food Security",
http://dx.doi.org/10.13039/100005541,"Center for Advanced Study in the Behavioral Sciences, Stanford University",
http://dx.doi.org/10.13039/100015006,"Center for Advanced Study in the Visual Arts",
http://dx.doi.org/10.13039/100006296,"Center for Advanced Study, University of Illinois at Urbana-Champaign",
http://dx.doi.org/10.13039/100018581,"Center for Advanced Surgical Technology, University of Nebraska Medical Center",
http://dx.doi.org/10.13039/100008568,"Center for Advanced Systems and Engineering, Syracuse University",
http://dx.doi.org/10.13039/100006449,"Center for Advanced Vehicular Systems, Mississippi State University",
http://dx.doi.org/10.13039/100005585,"Center for Advancing Health",
http://dx.doi.org/10.13039/100018307,"Center for Aerosol Impacts on Chemistry of the Environment, University of California, San Diego",
http://dx.doi.org/10.13039/100009999,"Center for African Studies",
http://dx.doi.org/10.13039/100005542,"Center for Africana Studies, Johns Hopkins University",
http://dx.doi.org/10.13039/100013648,"Center for Agriculture, Food and the Environment, University of Massachusetts Amherst",
http://dx.doi.org/10.13039/100006440,"Center for Agroecology & Sustainable Food Systems, University of California, Santa Cruz",
http://dx.doi.org/10.13039/100017967,"Center for Agroforestry, University of Missouri",
http://dx.doi.org/10.13039/501100010725,"Center for Alcohol Studies",
http://dx.doi.org/10.13039/100005932,"Center for Alternatives to Animal Testing, Johns Hopkins Bloomberg School of Public Health",
http://dx.doi.org/10.13039/100015708,"Center for Applied Plant Sciences, Ohio State University",
http://dx.doi.org/10.13039/100010211,"Center for Applied Strategic Learning",
http://dx.doi.org/10.13039/100009868,"Center for Arabic Study Abroad, Harvard University",
http://dx.doi.org/10.13039/100005545,"Center for Arabic Study Abroad, University of Texas, Austin",
http://dx.doi.org/10.13039/100013311,"Center for Architecture",
http://dx.doi.org/10.13039/100003667,"Center for Architecture Foundation",
http://dx.doi.org/10.13039/100017010,"Center for Arthropod Management Technologies",
http://dx.doi.org/10.13039/501100019001,"Center for Artificial Intelligence and Advanced Robotics, National Taiwan University",
http://dx.doi.org/10.13039/100016510,"Center for Autonomous Systems and Technologies",
http://dx.doi.org/10.13039/100016839,"Center for Behavioral Brain Sciences",
http://dx.doi.org/10.13039/100017667,"Center for Big Data Analytics and Statistics, Chang Gung Memorial Hospital",
http://dx.doi.org/10.13039/100018189,"Center for Big Data Analytics, University of Texas at Austin",
http://dx.doi.org/10.13039/100015419,"Center for Bio-Inspired Energy Science, Northwestern University",
http://dx.doi.org/10.13039/100012675,"Center for Biocatalysis and Bioprocessing, University of Iowa",
http://dx.doi.org/10.13039/100011536,"Center for Biomedical Science and Engineering, Missouri University of Science and Technology",
http://dx.doi.org/10.13039/100013033,"Center for Biomolecular and Tissue Engineering, Duke University",
http://dx.doi.org/10.13039/100009115,"Center for Biotechnology, Stony Brook University",
http://dx.doi.org/10.13039/501100015008,"Center for Brain Inspired Computing Research, Tsinghua University",
http://dx.doi.org/10.13039/100015252,"Center for Brain Plasticity and Recovery",
http://dx.doi.org/10.13039/100005546,"Center for California Studies, California State University",
http://dx.doi.org/10.13039/100015724,"Center for Cell Signaling in Gastroenterology, Mayo Clinic",
http://dx.doi.org/10.13039/100014451,"Center for Cellular Imaging, Washington University",
http://dx.doi.org/10.13039/100016511,"Center for Chemistry at the Space-Time Limit",
http://dx.doi.org/10.13039/100009994,"Center for Child Health, Behavior and Development",
http://dx.doi.org/10.13039/100008638,"Center for Childhood Cancer Research, Children's Hospital of Philadelphia",
http://dx.doi.org/10.13039/100018508,"Center for Clinical Trials, Japan Medical Association",
http://dx.doi.org/10.13039/100009993,"Center for Clinical and Translational Research",
http://dx.doi.org/10.13039/100011542,"Center for Clinical and Translational Science, Mayo Clinic",
http://dx.doi.org/10.13039/100008747,"Center for Clinical and Translational Science, Ohio State University",
http://dx.doi.org/10.13039/100008641,"Center for Clinical and Translational Science, University of Cincinnati",
http://dx.doi.org/10.13039/100008523,"Center for Clinical and Translational Science, University of Illinois at Chicago",
http://dx.doi.org/10.13039/100013844,"Center for Clinical and Translational Science, University of Kentucky",
http://dx.doi.org/10.13039/100011353,"Center for Clinical and Translational Science, University of Massachusetts",
http://dx.doi.org/10.13039/100010573,"Center for Clinical and Translational Science, University of Utah",
http://dx.doi.org/10.13039/100012684,"Center for Clinical and Translational Sciences, University of Texas Health Science Center at Houston",
http://dx.doi.org/10.13039/100015923,"Center for Coastal Oceans Research, Florida International University",
http://dx.doi.org/10.13039/100009069,"Center for Cognition, Learning and Memory",
http://dx.doi.org/10.13039/100016684,"Center for Cognitive Computing Systems Research",
http://dx.doi.org/10.13039/501100020535,"Center for Cognitive Interaction Technology, Bielefeld University",
http://dx.doi.org/10.13039/100005547,"Center for Columbia River History",
http://dx.doi.org/10.13039/501100013791,"Center for Combustion Energy, Tsinghua University",
http://dx.doi.org/10.13039/100014533,"Center for Communicable Disease Dynamics",
http://dx.doi.org/10.13039/100018236,"Center for Community Engagement and Learning, University of Alaska Anchorage",
http://dx.doi.org/10.13039/100016512,"Center for Companion Animal Health, University of California, Davis",
http://dx.doi.org/10.13039/100005548,"Center for Comparative Immigration Studies, University of California, San Diego",
http://dx.doi.org/10.13039/100011938,"Center for Comparative Medicine and Translational Research, North Carolina State University",
http://dx.doi.org/10.13039/100010452,"Center for Complex Operations",
http://dx.doi.org/10.13039/100011233,"Center for Computational Sciences, University of Kentucky",
http://dx.doi.org/10.13039/100011099,"Center for Computational, Evolutionary and Human Genomics, Stanford University",
http://dx.doi.org/10.13039/100008939,"Center for Computing for Life Sciences, San Francisco State University",
http://dx.doi.org/10.13039/501100019853,"Center for Computing in Engineering and Science, University of Campinas",
http://dx.doi.org/10.13039/100017691,"Center for Construction Research and Training",
http://dx.doi.org/10.13039/100014027,"Center for Cosmology and Astroparticle Physics, Ohio State University",
http://dx.doi.org/10.13039/100014081,"Center for Craft, Creativity and Design",
http://dx.doi.org/10.13039/100005550,"Center for Creative Photography, University of Arizona",
http://dx.doi.org/10.13039/100013504,"Center for Cultural Innovation",
http://dx.doi.org/10.13039/100016203,"Center for Cyber-Physical Systems, University of Georgia",
http://dx.doi.org/10.13039/100013505,"Center for Dark Energy Biosphere Investigations",
http://dx.doi.org/10.13039/100016039,"Center for Depression Research and Clinical Care, University of Texas Southwestern Medical Center",
http://dx.doi.org/10.13039/100017247,"Center for Dielectrics and Piezoelectrics, North Carolina State University",
http://dx.doi.org/10.13039/100008940,"Center for Discrete Mathematics and Theoretical Computer Science",
http://dx.doi.org/10.13039/100018492,"Center for Distributed Energy, Georgia Institute of Technology",
http://dx.doi.org/10.13039/100013354,"Center for Drug Design, University of Minnesota",
http://dx.doi.org/10.13039/100006442,"Center for Drug Discovery, Baylor College of Medicine",
http://dx.doi.org/10.13039/100013434,"Center for Drug Use and HIV Research",
http://dx.doi.org/10.13039/100008574,"Center for Duchenne Muscular Dystrophy, University of California, Los Angeles",
http://dx.doi.org/10.13039/100012502,"Center for East Asian Studies, Stanford University",
http://dx.doi.org/10.13039/100003668,"Center for Ecoliteracy",
http://dx.doi.org/10.13039/501100013218,"Center for Ecological Research, Kyoto University",
http://dx.doi.org/10.13039/100010502,"Center for Ecology and Environmental Technology, University of Louisiana at Lafayette",
http://dx.doi.org/10.13039/100018480,"Center for Educational Transformation, University of Northern Iowa",
http://dx.doi.org/10.13039/100008941,"Center for Electrochemical Engineering Research, Ohio University",
http://dx.doi.org/10.13039/100015261,"Center for Electromagnetics Research, Northeastern University",
http://dx.doi.org/10.13039/100006443,"Center for Emerging Infectious Diseases, University of Iowa",
http://dx.doi.org/10.13039/501100019393,"Center for Emerging Material and Advanced Devices, National Taiwan University",
http://dx.doi.org/10.13039/100012430,"Center for Emerging and Innovative Sciences",
http://dx.doi.org/10.13039/100008942,"Center for Enabling New Technologies Through Catalysis",
http://dx.doi.org/10.13039/100016830,"Center for Energy Balance in Cancer Prevention and Survivorship",
http://dx.doi.org/10.13039/100008640,"Center for Environmental Energy Engineering, University of Maryland",
http://dx.doi.org/10.13039/100017670,"Center for Environmental Health Sciences, Massachusetts Institute of Technology",
http://dx.doi.org/10.13039/100005573,"Center for Environmental Journalism, University of Colorado Boulder",
http://dx.doi.org/10.13039/100018424,"Center for Environmental Microbial Interactions, California Institute of Technology",
http://dx.doi.org/10.13039/100010093,"Center for Environmental Sciences and Engineering",
http://dx.doi.org/10.13039/100018635,"Center for Evolutionary Biology and Medicine, University of Pittsburgh",
http://dx.doi.org/10.13039/100008575,"Center for Evolutionary and Theoretical Immunology",
http://dx.doi.org/10.13039/100006444,"Center for Excellence in Regulatory Science and Innovation, University of Maryland",
http://dx.doi.org/10.13039/100014877,"Center for Excellence in Teaching and Learning, Kennesaw State University",
http://dx.doi.org/10.13039/100018017,"Center for Exercise Medicine, University of Alabama at Birmingham",
http://dx.doi.org/10.13039/100015262,"Center for Exoplanets and Habitable Worlds, Pennsylvania State University",
http://dx.doi.org/10.13039/100012015,"Center for Eye Research and Education",
http://dx.doi.org/10.13039/100011767,"Center for Faculty Development and Diversity, Brigham and Women's Hospital",
http://dx.doi.org/10.13039/501100020308,"Center for Fertilization and Plant Nutrition",
http://dx.doi.org/10.13039/100008108,"Center for Fundamentals of Subsurface Flow",
http://dx.doi.org/10.13039/100015374,"Center for Future Technologies in Cancer Care, Boston University",
http://dx.doi.org/10.13039/100013506,"Center for Gastrointestinal Biology and Disease, School of Medicine, University of North Carolina at Chapel Hill",
http://dx.doi.org/10.13039/100011352,"Center for Gene Therapy, University of Iowa",
http://dx.doi.org/10.13039/501100005191,"Center for Genomic Epidemiology",
http://dx.doi.org/10.13039/100016287,"Center for Geosphere Dynamics, Charles University",
http://dx.doi.org/10.13039/100011747,"Center for Global Connections, Michigan State University",
http://dx.doi.org/10.13039/100006090,"Center for Global Health",
http://dx.doi.org/10.13039/100016392,"Center for Global Health, Massachusetts General Hospital",
http://dx.doi.org/10.13039/100004427,"Center for Global Partnership",
http://dx.doi.org/10.13039/100013230,"Center for Global Peace and Conflict Studies, School of Social Sciences, University of California, Irvine",
http://dx.doi.org/10.13039/100011126,"Center for Global and Regional Environmental Research, University of Iowa",
http://dx.doi.org/10.13039/100018192,"Center for HIV Identification, Prevention, and Treatment Services, University of California, Los Angeles",
http://dx.doi.org/10.13039/100006832,"Center for HIV/AIDS Educational Studies and Training, Hunter College",
http://dx.doi.org/10.13039/100009966,"Center for Health Administration Studies",
http://dx.doi.org/10.13039/100001535,"Center for Health Care Strategies",
http://dx.doi.org/10.13039/100008642,"Center for Health Design",
http://dx.doi.org/10.13039/100012685,"Center for Health System Innovation, University of Southern California",
http://dx.doi.org/10.13039/100015080,"Center for Health and Social Policy, University of Texas at Austin",
http://dx.doi.org/10.13039/100017550,"Center for Healthcare Organization and Implementation Research",
http://dx.doi.org/10.13039/100005574,"Center for Hellenic Studies, Harvard University",
http://dx.doi.org/10.13039/100006445,"Center for Hierarchical Manufacturing, National Science Foundation",
http://dx.doi.org/10.13039/100014720,"Center for Hierarchical Materials Design",
http://dx.doi.org/10.13039/100017343,"Center for High Performance Computing",
http://dx.doi.org/10.13039/100014459,"Center for Human Heath and the Environment, North Carolina State University",
http://dx.doi.org/10.13039/100017323,"Center for Hybrid Organic Inorganic Semiconductors for Energy",
http://dx.doi.org/10.13039/501100011619,"Center for INnovative and Emerging Materials",
http://dx.doi.org/10.13039/100014535,"Center for Individualized Medicine, Mayo Clinic",
http://dx.doi.org/10.13039/100000093,"Center for Information Technology",
http://dx.doi.org/10.13039/100008652,"Center for Information Technology Research in the Interest of Society",
http://dx.doi.org/10.13039/100015620,"Center for Innovations in Quality, Effectiveness and Safety",
http://dx.doi.org/10.13039/501100018713,"Center for Innovative Medicine",
http://dx.doi.org/10.13039/100012306,"Center for Innovative Medicine, Johns Hopkins University",
http://dx.doi.org/10.13039/100004979,"Center for Innovative Technology",
http://dx.doi.org/10.13039/100008643,"Center for Integrated Facility Engineering, Stanford University",
http://dx.doi.org/10.13039/100006812,"Center for Integrated Healthcare, U.S. Department of Veterans Affairs",
http://dx.doi.org/10.13039/100014982,"Center for Integrated Nanotechnologies",
http://dx.doi.org/10.13039/501100010427,"Center for Integrated Protection Research of Engineering Structures",
http://dx.doi.org/10.13039/100011939,"Center for Integrative Natural Science and Mathematics, Northern Kentucky University",
http://dx.doi.org/10.13039/501100017127,"Center for Integrative Science of Human Behavior, University of Tokyo",
http://dx.doi.org/10.13039/100014409,"Center for Intelligent Information Retrieval, University of Massachusetts Amherst",
http://dx.doi.org/10.13039/100017877,"Center for Interdisciplinary Research on AIDS, Yale University",
http://dx.doi.org/10.13039/100006301,"Center for International Business Education and Research, University of Illinois at Urbana-Champaign",
http://dx.doi.org/10.13039/501100009055,"Center for International Health",
http://dx.doi.org/10.13039/100005575,"Center for International Security and Cooperation, Stanford University",
http://dx.doi.org/10.13039/100005576,"Center for International Studies, University of Missouri, St. Louis",
http://dx.doi.org/10.13039/100005577,"Center for International Studies, University of Southern California",
http://dx.doi.org/10.13039/100013507,"Center for Jewish History",
http://dx.doi.org/10.13039/100010453,"Center for Joint and Strategic Logistics",
http://dx.doi.org/10.13039/100003669,"Center for Land Use Interpretation",
http://dx.doi.org/10.13039/100014868,"Center for Latin American Studies, Ohio State University",
http://dx.doi.org/10.13039/100009521,"Center for Latin American Studies, University of California, Berkeley",
http://dx.doi.org/10.13039/100009406,"Center for Latin American Studies, University of Florida",
http://dx.doi.org/10.13039/100013676,"Center for Latin American and Caribbean Studies, University of Illinois at Urbana-Champaign",
http://dx.doi.org/10.13039/100005579,"Center for Law, Society, and Culture, Indiana University Bloomington",
http://dx.doi.org/10.13039/100005580,"Center for Lesbian and Gay Studies, University of New York city (CUNY)",
http://dx.doi.org/10.13039/501100011620,"Center for Life Sciences",
http://dx.doi.org/10.13039/100017613,"Center for Lignocellulose Structure and Formation",
http://dx.doi.org/10.13039/100014236,"Center for Long-Term Cybersecurity, University of California Berkeley",
http://dx.doi.org/10.13039/100018489,"Center for Machine Learning and Health, School of Computer Science, Carnegie Mellon University",
